,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms
41,21332980,4298 Michelle Dr, Torrance CA 90503,33.84684398,-118.3593177,0,1121540,1177617,1065463,"744,600",335191,2017,1979,6691,2434,4,3
42,21332814,21020 Ladeene Ave, Torrance CA 90503,33.83887653,-118.3605502,0,1572946,1745970,1447110,"744,600",201902,2017,1963,6290,4271,8,6
43,20372274,3953 188th St, Torrance CA 90504,33.86035461,-118.3434032,0,836513,878339,794687,"630,700",537179,2017,1976,6025,2045,4,2
44,65249331,4299 W 190th St, Torrance CA 90504,33.85924583,-118.349181,0,926908,973253,880563,"630,700",710406,2017,2004,131748,2580,4,4
45,21331622,4729 Deelane St, Torrance CA 90503,33.8523141,-118.359005,0,932905,979550,886260,"798,600",261643,2017,1954,5200,1616,3,2
46,21271612,2130 Plaza del Amo, Torrance CA 90501,33.8262295,-118.3197305,0,610931,641478,580384,"595,500",353851,2017,1979,174102,1490,3,3
47,21278536,2445 W 232nd St, Torrance CA 90501,33.81513569,-118.3267924,0,1278215,1342126,1214304,"741,900",565195,2017,1954,10149,3578,7,5
48,21276549,3706 W 224th St, Torrance CA 90505,33.82420453,-118.3489409,0,811534,852111,770957,"819,500",592756,2017,1956,5000,1283,4,2
49,21336758,4730 Newton St, Torrance CA 90505,33.80781583,-118.3669597,0,1159646,1217628,1101664,"744,600",286976,2017,1963,8305,1646,4,2
50,21327420,21832 Barbara St, Torrance CA 90503,33.82989772,-118.3742936,0,1263331,1326498,1200164,"809,400",510994,2017,1955,7227,2321,4,3
