,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms
43,20744383,1301 N Coronado St, Los Angeles CA 90026,34.0815864008,-118.267999865,0,867869,937299,824476,"910,300",366577.0,2017,1922,3984,935,2,1.0
44,20628383,111 N Central Ave, Los Angeles CA 90012,34.0493713412,-118.239170126,0,600979,631028,570930,"494,600",217498.0,2017,1985,87054,1063,2,2.0
45,20621832,435 E 32nd St, Los Angeles CA 90011,34.0183986086,-118.267394378,0,477710,501595,453825,"358,800",221851.0,2017,1908,5930,1604,3,2.0
46,20743900,1701 Apex Ave, Los Angeles CA 90026,34.0876477133,-118.262726257,0,1715672,1904396,1509791,"910,300",623051.0,2017,1983,32245,3687,5,4.0
47,20745020,1408 Westerly Terrace, Los Angeles CA 90026,34.084801806,-118.271917216,0,1238904,1300849,1164570,"910,300",282831.0,2017,1927,4907,1938,3,3.0
48,20636608,142 N Ave 25, Los Angeles CA 90031,34.0774741104,-118.217061952,0,561067,589120,533014,"444,000",177742.0,2017,1898,4586,1170,3,2.0
49,20628081,1522 W Temple St, Los Angeles CA 90026,34.067592125,-118.259895257,0,988063,1057227,928779,"494,000",307358.0,2017,1910,4356,2470,4,3.0
50,20739172,1011 Coronado Terrace, Los Angeles CA 90026,34.0782299585,-118.269049678,0,1067327,1163386,992614,"910,300",358051.0,2017,1914,7499,1760,2,2.0
51,20632721,2741 Eagle St, Los Angeles CA 90033,34.0376666801,-118.207128557,0,437601,459481,415721,"379,500",88104.0,2017,1956,4800,1068,3,2.0
52,20636522,140 W Ave 30, Los Angeles CA 90031,34.0808356797,-118.215952493,0,696596,745358,640868,"444,000",306766.0,2017,1905,5352,2045,7,4.0
53,20625663,217 W 1st St, Los Angeles CA 90012,34.0539460337,-118.244365928,0,596510,626335,566685,"494,600",206653.0,2017,1982,123889,1243,2,2.0
54,20631785,2407 E 2nd St, Los Angeles CA 90033,34.0421094221,-118.210287947,0,389111,412458,357982,"379,500",94271.0,2017,1910,1750,942,2,1.0
55,20743956,1844 Silverwood Terrace, Los Angeles CA 90026,34.0903698707,-118.263251865,0,2414993,2728942,2173494,"910,300",1191491.0,2017,1988,193444,4429,3,3.0
56,20629057,1335 Pennsylvania Ave, Los Angeles CA 90033,34.0518240397,-118.220999483,0,667415,707460,620696,"379,500",90113.0,2017,1907,5623,2534,7,2.0
57,20628331,425 N Boylston St, Los Angeles CA 90012,34.0646117217,-118.253239527,0,830348,880169,788831,"494,000",367509.0,2017,1908,5176,1469,3,1.0
