,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms
41,20205835,24166 Creekside Dr, Santa Clarita CA 91321,34.36156307,-118.5405289,0,783956,823154,744758,"459,200",643146,2017,1986,8906,3140,3,4
42,50894008,25301 Heather Vale St, Santa Clarita CA 91350,34.39461546,-118.5338478,0,701869,736962,666776,"476,300",636000,2017,1999,7366,2328,5,3
43,20222467,23926 Vía Hamaca, Santa Clarita CA 91355,34.38721729,-118.554713,0,626951,658299,595603,"530,000",390853,2017,1969,7840,1769,3,2
44,20223354,25503 Langston St, Santa Clarita CA 91355,34.3912902,-118.550667,0,547064,574417,519711,"530,000",365400,2017,1974,5500,1442,3,2
45,20224539,25538 Vía Pacifica, Santa Clarita CA 91355,34.39813986,-118.5474545,0,602822,632963,572681,"530,000",566100,2017,1979,6383,1599,3,2
46,20207852,21720 Placerita Canyon Rd, Santa Clarita CA 91321,34.38166704,-118.5191422,0,806958,847306,766610,"459,200",114804,2017,1961,29683,2256,4,2
47,54943999,27054 Clarence Ct, Santa Clarita CA 91355,34.42948694,-118.5611108,0,693903,728598,659208,"530,000",470958,2017,2001,3763,2415,4,3
48,20219267,24535 Farrow Dr, Santa Clarita CA 91355,34.38127896,-118.56396,0,762168,800276,724060,"530,000",658869,2017,1979,15456,2288,4,3
49,50894092,24707 Napa Ct, Santa Clarita CA 91355,34.41345278,-118.5682185,0,1620810,1750475,1539770,"530,000",1800300,2017,2001,17664,4565,4,6
50,20219249,24243 Vista Hills Dr, Santa Clarita CA 91355,34.38384735,-118.5600546,0,1095478,1150252,1040704,"530,000",927877,2017,1980,19947,4056,4,4
51,20208653,21157 Placeritos Blvd, Santa Clarita CA 91321,34.38315889,-118.5072149,0,1328483,1434762,1222204,"459,200",594448,2017,1977,49222,4979,6,6
52,20221250,24912 Avenida Balita, Santa Clarita CA 91355,34.38429528,-118.5418526,0,595634,625416,565852,"530,000",259060,2017,1969,6848,1817,4,2
53,20205688,23598 Stillwater Pl, Santa Clarita CA 91321,34.36755815,-118.5455818,0,893051,937704,848398,"459,200",693600,2017,1987,7424,4,5,5
