,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms,rentzestimate,valuechange
449,20207160,23614 Neargate Dr, Santa Clarita CA 91321,34.37279675,-118.5469708,0,769070,807523,730617,"459,200",415000,2017,1964,12673,2200,4,4,2995,10577
450,20228830,24902 Avignon Dr, Santa Clarita CA 91355,34.41983207,-118.570755,0,621945,653042,590848,"530,000",196847,2017,1998,15447,1919,2,3,2800,8253
451,20205334,23649 Newhall Ave, Santa Clarita CA 91321,34.36657836,-118.5159849,0,638108,689157,555154,"459,200",289438,2017,1948,118401,1530,3,1,2800,-5967
452,20218405,22503 Los Tigres Dr, Santa Clarita CA 91350,34.43075118,-118.5291402,0,526268,552581,499955,"476,300",399000,2017,1963,5869,1376,4,2,2600,10545
453,20196019,23401 Westford Pl, Santa Clarita CA 91354,34.43502397,-118.5440172,0,734017,770718,697316,"530,000",610093,2017,1989,6098,2829,4,3,3250,8161
454,20210437,25549 Sheffield Ln, Santa Clarita CA 91350,34.40493046,-118.5304491,0,604531,634758,574304,"476,300",567630,2017,1986,9234,1635,3,3,3000,11229
455,20225880,26028 Tourelle Pl, Santa Clarita CA 91355,34.39610882,-118.5636719,0,758984,796933,721035,"530,000",699900,2017,1986,7568,2536,4,3,3400,-540
456,20205856,24001 Briardale Way, Santa Clarita CA 91321,34.35572645,-118.5389675,0,743508,780683,706333,"459,200",593077,2017,1985,15921,3059,4,3,3500,13317
457,20226271,23402 Gaucho Ct, Santa Clarita CA 91355,34.41310606,-118.5439879,0,429091,450546,407636,"530,000",226130,2017,1985,8520,1128,3,2,2250,2392
458,20218450,26614 Gavilan Dr, Santa Clarita CA 91350,34.42862404,-118.5326853,0,548514,575940,521088,"476,300",63320,2017,1963,6678,1769,4,2,2750,5754
459,20205355,23960 Wildwood Canyon Rd, Santa Clarita CA 91321,34.36424848,-118.5289205,0,2118070,2414600,1948624,"459,200",1564797,2017,1989,391533,6742,5,6,12000,91291
460,94641939,26579 Bouquet Canyon Rd, Santa Clarita CA 91350,34.42946667,-118.5362537,0,738322,775238,701406,"476,300",614049,2017,2010,6169,3184,4,3,3400,10411
461,20206662,23463 Cherry St, Santa Clarita CA 91321,34.37703794,-118.5442091,0,328967,384891,299360,"459,200",42823,2017,1972,7405,800,2,1,2400,10336
462,20205561,23306 Maple St, Santa Clarita CA 91321,34.36913907,-118.5375639,0,1235285,1309402,1173521,"459,200",633745,2017,1983,23522,6105,4,5,5500,12172
463,20219256,25565 Vía Paladar, Santa Clarita CA 91355,34.38465088,-118.5614012,0,1362037,1498241,1266694,"530,000",940727,2017,1979,31333,4837,5,5,5525,17609
464,20226383,26122 Bella Santa Dr, Santa Clarita CA 91355,34.41080021,-118.5499436,0,632861,664504,601218,"530,000",443006,2017,1984,5117,1614,3,2,2850,10843
465,20208611,22362 Circle J Ranch Rd, Santa Clarita CA 91350,34.39516305,-118.5307367,0,776065,814868,737262,"476,300",806696,2017,1992,13460,2613,4,3,3300,12223
466,124874013,21717 Propello Dr, Santa Clarita CA 91351,34.41762671,-118.5160666,0,507041,532393,481689,"476,300",414630,2017,2015,61856,1719,4,3,2200,3886
467,20207761,21355 Placerita Canyon Rd, Santa Clarita CA 91321,34.38330936,-118.5117092,0,1018799,1079927,967859,"459,200",890563,2017,1979,44521,3400,4,3,3700,18786
468,20223427,25528 La Gosta Pl, Santa Clarita CA 91355,34.39027947,-118.5544473,0,559439,587411,531467,"530,000",336364,2017,1975,5809,1325,3,2,2624,7662
469,54945958,27067 Channel Ln, Santa Clarita CA 91355,34.43050976,-118.5614221,0,597399,627269,388309,"530,000",584022,2017,2001,5798,2145,4,3,3200,14681
470,20201982,24203 Wabuska St, Santa Clarita CA 91321,34.37304815,-118.5575906,0,486968,511316,462620,"459,200",291781,2017,1974,7100,1302,3,2,2600,5979
471,20209790,22223 Claibourne Ln, Santa Clarita CA 91350,34.39860794,-118.5255485,0,607308,637673,576943,"476,300",559900,2017,1986,6969,1635,3,3,2850,8651
472,20202079,24604 Sagecrest Cir, Santa Clarita CA 91381,34.37006509,-118.5652713,0,729942,766439,693445,"459,200",574039,2017,1987,13447,2312,4,3,3300,-112
473,20207763,24506 Golden Oak Ln, Santa Clarita CA 91321,34.38045448,-118.5074378,0,1467886,1541280,1365134,"477,300",942169,2017,1988,108900,5572,5,4,6499,2569
474,20205354,23876 Wildwood Canyon Rd, Santa Clarita CA 91321,34.36251935,-118.5280319,0,815857,856650,775064,"459,200",110014,2017,1964,107123,2413,4,3,3300,18685
475,20208677,21618 Oak Orchard Rd, Santa Clarita CA 91321,34.38536806,-118.5155603,0,693570,728248,658892,"459,200",674622,2017,1960,31340,1813,3,2,3100,2194
476,20224976,25625 Palma Alta Dr, Santa Clarita CA 91355,34.40223587,-118.5431842,0,478070,501973,454167,"530,000",433500,2017,1980,3571,1018,3,2,2400,5896
477,20219205,24234 Lema Dr, Santa Clarita CA 91355,34.389331,-118.560024,0,459677,482661,436693,"530,000",291479,2017,1975,2099,1462,4,2,2500,5924
478,20210602,22415 Cardiff Dr, Santa Clarita CA 91350,34.40445319,-118.5253078,0,686203,720513,651893,"477,300",662339,2017,1988,15834,2353,4,3,3200,5697
479,50882521,23944 Windward Ln, Santa Clarita CA 91355,34.43033126,-118.5570395,0,873162,916820,829504,"530,000",752169,2017,2001,5662,3255,4,3,3800,31951
480,50903295,22601 White Wing Way, Santa Clarita CA 91350,34.39606089,-118.5331795,0,760954,799002,722906,"476,300",635659,2017,1999,6503,2520,5,3,3200,963
481,20225290,25762 Alta Dr, Santa Clarita CA 91355,34.4055121,-118.5458158,0,683425,717596,649254,"530,000",464960,2017,1984,5977,2279,4,3,3100,-4520
482,20206904,23153 1/2 8th St, Santa Clarita CA 91321,34.37462553,-118.5357595,0,534486,561210,507762,"459,200",467500,2017,1965,10571,1250,3,2,3000,26379
483,20205835,24166 Creekside Dr, Santa Clarita CA 91321,34.36156307,-118.5405289,0,783956,823154,744758,"459,200",643146,2017,1986,8906,3140,3,4,3695,11885
484,50894008,25301 Heather Vale St, Santa Clarita CA 91350,34.39461546,-118.5338478,0,701869,736962,666776,"476,300",636000,2017,1999,7366,2328,5,3,3200,6673
485,20222467,23926 Vía Hamaca, Santa Clarita CA 91355,34.38721729,-118.554713,0,626951,658299,595603,"530,000",390853,2017,1969,7840,1769,3,2,2900,9023
486,20223354,25503 Langston St, Santa Clarita CA 91355,34.3912902,-118.550667,0,547064,574417,519711,"530,000",365400,2017,1974,5500,1442,3,2,2700,-3807
487,20224539,25538 Vía Pacifica, Santa Clarita CA 91355,34.39813986,-118.5474545,0,602822,632963,572681,"530,000",566100,2017,1979,6383,1599,3,2,2800,-2336
488,20207852,21720 Placerita Canyon Rd, Santa Clarita CA 91321,34.38166704,-118.5191422,0,806958,847306,766610,"459,200",114804,2017,1961,29683,2256,4,2,3195,-16074
489,54943999,27054 Clarence Ct, Santa Clarita CA 91355,34.42948694,-118.5611108,0,693903,728598,659208,"530,000",470958,2017,2001,3763,2415,4,3,3200,1971
490,20219267,24535 Farrow Dr, Santa Clarita CA 91355,34.38127896,-118.56396,0,762168,800276,724060,"530,000",658869,2017,1979,15456,2288,4,3,3295,5921
491,50894092,24707 Napa Ct, Santa Clarita CA 91355,34.41345278,-118.5682185,0,1620810,1750475,1539770,"530,000",1800300,2017,2001,17664,4565,4,6,9999,-25545
492,20219249,24243 Vista Hills Dr, Santa Clarita CA 91355,34.38384735,-118.5600546,0,1095478,1150252,1040704,"530,000",927877,2017,1980,19947,4056,4,4,5450,6836
493,20208653,21157 Placeritos Blvd, Santa Clarita CA 91321,34.38315889,-118.5072149,0,1328483,1434762,1222204,"459,200",594448,2017,1977,49222,4979,6,6,3529,162084
494,20221250,24912 Avenida Balita, Santa Clarita CA 91355,34.38429528,-118.5418526,0,595634,625416,565852,"530,000",259060,2017,1969,6848,1817,4,2,2945,7224
495,20205688,23598 Stillwater Pl, Santa Clarita CA 91321,34.36755815,-118.5455818,0,893051,937704,848398,"459,200",693600,2017,1987,7424,4,5,5,3100,4192
496,21334983,1101-1105 Lilienthal Ln, Redondo Beach CA 90278,33.86418621,-118.3658394,0,942689,989823,895555,"855,300",156339,2017,1962,6213,1764,3,2,,
497,21265915,1536 W 222nd St, Torrance CA 90501,33.82548772,-118.3052038,0,598835,628777,568893,"459,700",334276,2017,1952,7200,1549,3,2,2800,5477
498,20372467,3132 185th St, Torrance CA 90504,33.86263708,-118.3279669,0,721006,757056,684956,"630,700",320768,2017,1950,6499,1256,3,2,2975,12779
499,21332589,4109 Emerald St, Torrance CA 90503,33.84210434,-118.3570452,0,1451973,1655249,1176098,"744,600",541658,2017,1963,6901,4302,8,6,3000,-45562
500,21279166,2127 W 237th St, Torrance CA 90501,33.80996584,-118.3182728,0,875936,919733,832139,"741,900",105357,2017,1965,5784,2154,5,3,3300,9680
501,21328017,21734 Evalyn Ave, Torrance CA 90503,33.83074339,-118.3621357,0,957442,1005314,909570,"809,400",934000,2017,1955,6227,1740,4,2,3700,3569
502,21333339,4202 Carmen St, Torrance CA 90503,33.83297202,-118.358228,0,930185,976694,883676,"809,400",439353,2017,1956,5601,1720,3,3,3400,10838
503,20372624,18700 Crenshaw Blvd, Torrance CA 90504,33.86125841,-118.3253752,0,604186,634395,573977,"630,700",386720,2017,1951,5644,850,3,1,2800,10436
504,21333846,22733 Anza Ave, Torrance CA 90505,33.82160254,-118.3601114,0,859126,902082,816170,"869,800",643589,2017,1953,5375,1616,3,1,3395,8079
505,2117437376,2602 Cabrillo Ave, Torrance CA 90501,33.82135613,-118.3146604,0,753742,829116,693443,"595,500",461549,2017,1990,5505,1952,4,3,2900,-1068
506,21274049,1924 Middlebrook Rd, Torrance CA 90501,33.81725868,-118.3141572,0,899318,944284,854352,"741,900",754510,2017,1948,6381,2339,4,3,3600,10061
507,21283053,22741 Date Ave, Torrance CA 90505,33.81956326,-118.3294269,0,805505,845780,765230,"869,800",109586,2017,1960,6163,1470,3,2,3000,22512
508,21330330,19802 Tomlee Ave, Torrance CA 90503,33.85162029,-118.3770901,0,1022016,1073117,970915,"595,500",564769,2017,1970,5000,1667,3,2,3400,23089
509,20375842,2707 W 179th St, Torrance CA 90504,33.8686629,-118.3235357,0,717283,753147,681419,"613,300",93109,2017,1953,5151,1580,3,2,2975,14399
510,20374042,17119 Faysmith Ave, Torrance CA 90504,33.87459587,-118.3315888,0,768533,806960,730106,"630,700",317550,2017,1963,7015,1740,4,2,3000,5899
511,21329899,5405 Towers St, Torrance CA 90503,33.85570768,-118.3706326,0,1029656,1081139,978173,"798,600",649354,2017,1956,7212,1796,5,2,3650,17425
512,21326963,23003 Doris Way, Torrance CA 90505,33.81937802,-118.3743652,0,1321069,1387122,1255016,"869,800",927345,2017,1947,11440,2047,4,2,4500,11080
513,21266078,1302 W 223rd St, Torrance CA 90501,33.824234,-118.2996501,0,672245,705857,638633,"459,700",430420,2017,1979,3484,2364,4,2,3000,-587
514,21336966,24245 Ward St, Torrance CA 90505,33.8024127,-118.3489934,0,972609,1021239,923979,"790,000",284911,2017,1920,5981,2000,4,2,2950,9131
515,21327390,5321 Jacques St, Torrance CA 90503,33.83093456,-118.3703465,0,1240347,1302364,1178330,"809,400",233708,2017,1955,8595,2366,3,3,4000,23080
516,21274773,1625 Maple Ave, Torrance CA 90503,33.83190228,-118.3401376,0,873059,916712,829406,"745,900",751000,2017,1955,5952,1558,5,2,3200,5392
517,21278045,2460 229th Pl, Torrance CA 90505,33.81780507,-118.3278419,0,867677,911061,824293,"741,900",750000,2017,1963,5821,1775,4,3,3250,27859
518,20373793,3462 W 170th St, Torrance CA 90504,33.87674637,-118.3328395,0,658930,691876,625984,"630,700",298597,2017,1974,116183,1542,3,3,2900,6243
519,20369587,4033 184th St, Torrance CA 90504,33.86435118,-118.3454364,0,762793,800933,724653,"630,700",642702,2017,1954,5357,1524,4,2,2800,18314
520,21267215,21122 Harvard Blvd, Torrance CA 90501,33.83723269,-118.3064093,0,559206,587166,531246,"459,700",515000,2017,1949,8491,1313,3,2,2850,-2691
521,20373364,17801 Glenburn Ave, Torrance CA 90504,33.8693551,-118.3305988,0,710238,745750,674726,"630,700",359565,2017,1955,5300,1249,3,2,2950,9341
522,21330789,19417 Anza Ave, Torrance CA 90503,33.85395138,-118.3641978,0,797979,837878,758080,"798,600",337061,2017,1954,5405,1112,3,1,3100,11096
523,21268629,1551 W 206th St, Torrance CA 90501,33.84413195,-118.3059075,0,562395,590515,528651,"459,700",381971,2017,1949,7013,1419,3,2,2800,296
524,21327693,5028 Lee St, Torrance CA 90503,33.83583967,-118.3666407,0,1016519,1067345,965693,"809,400",110872,2017,1956,6760,2075,3,2,3700,16065
525,21332168,20357 Madison St, Torrance CA 90503,33.84700059,-118.3488261,0,905076,950330,859822,"869,600",772731,2017,1964,6002,2108,4,2,3700,7445
526,21267210,21146 Harvard Blvd, Torrance CA 90501,33.83708214,-118.3059969,0,674316,708032,640600,"459,700",332782,2017,1953,8491,2404,5,2,3000,106
527,21265724,1349 W 221st St, Torrance CA 90501,33.82692114,-118.3013462,0,515391,541161,489621,"459,700",251864,2017,1931,6500,754,2,1,2250,6024
528,21330797,5013 Deelane St, Torrance CA 90503,33.85252695,-118.3633305,0,956409,1004229,908589,"798,600",379003,2017,1955,5701,1792,3,2,3600,9080
529,21344235,3399 Candlewood Rd, Torrance CA 90505,33.79560628,-118.3477967,0,1021805,1072895,970715,"934,100",478412,2017,1975,5716,2050,4,3,3601,13722
530,20376581,18114 Manhattan Pl, Torrance CA 90504,33.86596903,-118.3101534,0,656241,689053,623429,"613,300",441464,2017,1981,5812,1918,3,3,3000,27286
531,20374701,17318 Casimir Ave, Torrance CA 90504,33.87386659,-118.3215411,0,528203,554613,501793,"613,300",461000,2017,1981,176904,1237,2,3,2700,12908
532,82582698,2365 Plaza del Amo, Torrance CA 90501,33.83050276,-118.322872,0,501828,526919,476737,"459,700",441383,2017,2005,43004,1540,3,2,2700,-3010
533,21333347,21730 Ladeene Ave, Torrance CA 90503,33.83255973,-118.3592322,0,874133,917840,830426,"809,400",654223,2017,1956,6098,1140,3,2,3200,7955
534,21282836,3853 W 231st Pl, Torrance CA 90505,33.81656784,-118.3530964,0,1039879,1091873,987885,"855,300",481453,2017,1965,6769,2112,4,3,3700,19853
535,21344451,3037 Lazy Meadow Dr, Torrance CA 90505,33.79222348,-118.3421935,0,1096004,1150804,1041204,"934,100",187574,2017,1975,5713,2561,5,3,3780,10303
536,21326804,5457-5465 Sharynne Ln, Torrance CA 90505,33.82022002,-118.3734441,0,1712821,1798462,1627180,"869,800",177135,2017,1947,10977,2557,6,3,4812,15639
537,20372080,18712 Felbar Ave, Torrance CA 90504,33.86053864,-118.3385843,0,760967,799015,722919,"630,700",198950,2017,1954,6897,1541,4,2,2950,10951
538,21332980,4298 Michelle Dr, Torrance CA 90503,33.84684398,-118.3593177,0,1121540,1177617,1065463,"744,600",335191,2017,1979,6691,2434,4,3,3900,-13945
539,21332814,21020 Ladeene Ave, Torrance CA 90503,33.83887653,-118.3605502,0,1572946,1745970,1447110,"744,600",201902,2017,1963,6290,4271,8,6,3000,22238
540,20372274,3953 188th St, Torrance CA 90504,33.86035461,-118.3434032,0,836513,878339,794687,"630,700",537179,2017,1976,6025,2045,4,2,3200,39666
541,65249331,4299 W 190th St, Torrance CA 90504,33.85924583,-118.349181,0,926908,973253,880563,"630,700",710406,2017,2004,131748,2580,4,4,3500,3759
542,21331622,4729 Deelane St, Torrance CA 90503,33.8523141,-118.359005,0,932905,979550,886260,"798,600",261643,2017,1954,5200,1616,3,2,3300,7352
543,21271612,2130 Plaza del Amo, Torrance CA 90501,33.8262295,-118.3197305,0,610931,641478,580384,"595,500",353851,2017,1979,174102,1490,3,3,2850,-3287
544,21278536,2445 W 232nd St, Torrance CA 90501,33.81513569,-118.3267924,0,1278215,1342126,1214304,"741,900",565195,2017,1954,10149,3578,7,5,4071,39252
545,21276549,3706 W 224th St, Torrance CA 90505,33.82420453,-118.3489409,0,811534,852111,770957,"819,500",592756,2017,1956,5000,1283,4,2,3150,5440
546,21336758,4730 Newton St, Torrance CA 90505,33.80781583,-118.3669597,0,1159646,1217628,1101664,"744,600",286976,2017,1963,8305,1646,4,2,3992,21213
547,21327420,21832 Barbara St, Torrance CA 90503,33.82989772,-118.3742936,0,1263331,1326498,1200164,"809,400",510994,2017,1955,7227,2321,4,3,4200,14631
