,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,valuation_high,valuation_low,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms,rentzestimate,valuechange
0,20825166,1010 Omer Ln, Burbank CA 91502,34.16772625,-118.3059723,0,862895,906040,819750,"704,400",378788,2017,1944,6592,1612,4,2,2500,23936
1,20065948,2601 W Oak St, Burbank CA 91505,34.16142844,-118.3311956,0,1064774,1118013,1011535,"704,400",560430,2017,1977,6267,2161,4,2,3900,40688
2,20054209,907 E Orange Grove Ave, Burbank CA 91501,34.19017175,-118.3011539,0,816428,857249,775607,"704,400",137700,2017,1938,7453,1006,3,1,2800,18408
3,20049263,214 S Lincoln St, Burbank CA 91506,34.16194739,-118.3272509,0,758370,796288,720452,"704,400",685000,2017,1949,7048,1156,2,2,2950,-2574
4,20060944,1600 Tulare Ave, Burbank CA 91504,34.2027229,-118.3280883,0,820865,861908,779822,"704,400",211628,2017,1949,8578,1431,2,1,3100,-786
5,20047601,1516 N Lima St, Burbank CA 91505,34.17801096,-118.3468557,0,703321,738487,668155,"704,400",581981,2017,1940,6882,1200,2,1,3200,22662
6,20057251,2230 N Buena Vista St, Burbank CA 91504,34.1972051,-118.3377427,0,654221,686932,621510,"704,400",46412,2017,1949,6379,924,3,1,2700,13237
7,20055246,532 Birmingham Rd, Burbank CA 91504,34.19660393,-118.3197134,0,868592,912022,825162,"704,400",354264,2017,1951,7262,1332,3,2,3200,9215
8,20822902,520 E Elmwood Ave, Burbank CA 91501,34.17978178,-118.2972139,0,676454,710277,642631,"704,400",254891,2017,1982,23395,1743,2,3,3200,10864
9,20060170,3425 Brace Canyon Rd, Burbank CA 91504,34.21753685,-118.3219442,0,1241727,1365900,1154806,"704,400",675386,2017,1979,10003,2519,3,3,4500,-10305
10,20060426,3421 Haven Way, Burbank CA 91504,34.21071341,-118.3215364,0,1394567,1492187,1324839,"704,400",849643,2017,1987,13677,2968,4,2.5,5500,17909
11,20051217,1009 N Brighton St, Burbank CA 91506,34.17755942,-118.336548,0,825771,867060,784482,"704,400",100728,2017,1929,7198,1565,3,2,3150,11623
12,20054592,1018 E Verdugo Ave, Burbank CA 91501,34.18828938,-118.2951404,0,825010,866260,783760,"704,400",163842,2017,1924,7622,1128,3,1,2800,5448
13,20033995,9437 Via Monique, Burbank CA 91504,34.2142758,-118.3380654,0,523220,549381,497059,"457,800",212667,2017,1978,195306,1244,2,3,3000,9013
14,20059331,925 Uclan Dr, Burbank CA 91504,34.20012784,-118.3139881,0,1320012,1386013,1254011,"704,400",620006,2017,1951,7380,3464,4,3,4500,10866
15,20058053,1801 N Kenneth Rd, Burbank CA 91504,34.19991772,-118.3183278,0,809373,849842,768904,"704,400",467964,2017,1951,6207,1349,3,1,3200,4367
16,20059627,849 Stephen Rd, Burbank CA 91504,34.20490133,-118.321313,0,1359750,1441335,1291763,"704,400",655939,2017,1954,12918,3106,4,3,5000,16481
17,20054059,807 E Magnolia Blvd, Burbank CA 91501,34.19041154,-118.3044806,0,1500091,1605097,1410086,"704,400",1214679,2017,1990,7548,3510,5,4,6500,43410
18,20064293,3100 W Clark Ave, Burbank CA 91505,34.1660792,-118.3391584,0,886086,930390,841782,"704,400",483405,2017,1944,8186,1598,3,3,3300,-1600
19,20055053,737 Tufts Ave, Burbank CA 91504,34.19774337,-118.31565,0,896872,941716,852028,"704,400",610227,2017,1951,6934,1515,3,2,3595,11211
20,20051476,910 N Orchard Dr, Burbank CA 91506,34.18028372,-118.3308273,0,899636,944618,854654,"704,400",421617,2017,1939,5623,1670,4,3,3475,14633
21,20060255,2911 Joaquin Dr, Burbank CA 91504,34.21006714,-118.3260654,0,1033467,1085140,981794,"704,400",1159820,2017,1971,7564,2119,4,2.75,3800,-1941
22,20058740,1021 N Sunset Canyon Dr, Burbank CA 91504,34.19918337,-118.3061758,0,1698486,1783410,1596577,"704,400",1032448,2017,1958,10018,3644,4,5,5815,123471
23,20056484,2120 N Screenland Dr, Burbank CA 91505,34.18749453,-118.3510825,0,633986,665685,602287,"704,400",398137,2017,1941,6751,918,2,1,2900,11423
24,20049151,201 S Orchard Dr, Burbank CA 91506,34.16574556,-118.3237469,0,1041749,1104254,989662,"704,400",504085,2017,1947,9449,2103,2,2,3800,28273
25,20049707,341 S Virginia Ave, Burbank CA 91506,34.16630972,-118.3168933,0,878450,922372,834528,"704,400",501798,2017,1944,7463,1597,4,2,3495,9019
26,20059572,837 Stanford Rd, Burbank CA 91504,34.20350595,-118.3202892,0,937694,984579,890809,"704,400",91156,2017,1954,8962,1588,3,2,3500,3432
27,20059084,936 Delaware Rd, Burbank CA 91504,34.19666592,-118.3089152,0,956943,1004790,909096,"704,400",131576,2017,1952,7429,1671,4,2,3500,10880
28,20052423,252 W Tujunga Ave, Burbank CA 91502,34.17258989,-118.3137461,0,952454,1000077,904831,"704,400",350542,2017,1925,7749,1912,3,2,2500,-15727
29,20065394,347 N Fairview St, Burbank CA 91505,34.16104628,-118.3369851,0,1102554,1157682,1047426,"704,400",887243,2017,1926,6098,2272,4,3,3823,21824
30,60325224,1899 Thurber Pl, Burbank CA 91501,34.19386414,-118.2821878,0,1027861,1079254,976468,"704,400",804440,2017,1967,7824,1832,3,3,3900,11542
31,95609509,1209 E Elmwood Ave, Burbank CA 91501,34.19393631,-118.2871041,0,4278122,4577591,3935872,"704,400",1695427,2017,2008,313020,7288,5,5,15626,29477
32,20057080,2333 N Catalina St, Burbank CA 91504,34.19497715,-118.3415226,0,790554,830082,751026,"704,400",110538,2017,1939,6861,1801,3,2,3200,-9704
33,20065838,230 N California St, Burbank CA 91505,34.15701618,-118.3365026,0,860689,903723,817655,"704,400",77651,2017,1948,6730,1445,3,2,3200,6921
34,20060636,2621 N Myers St, Burbank CA 91504,34.20415388,-118.3348075,0,739687,776671,702703,"704,400",590265,2017,1948,6098,1226,3,1,3150,7437
35,60325224,1899 Thurber Pl, Burbank CA 91501,34.19236293,-118.2794942,0,1027861,1079254,976468,"704,400",804440,2017,1967,7824,1832,3,3,3900,11542
36,20056249,1211 N Sparks St, Burbank CA 91506,34.18556937,-118.3283643,0,703092,738247,667937,"704,400",369376,2017,1947,6526,777,2,1,2800,9573
37,20058024,1818 Karen St, Burbank CA 91504,34.19940363,-118.3195163,0,960841,1008883,912799,"704,400",830000,2017,1951,6833,1835,3,2,3500,1225
38,20065958,316 N Florence St, Burbank CA 91505,34.1629611,-118.3334315,0,1164453,1222676,1106230,"704,400",669917,2017,1950,6969,2319,4,3,2800,34050
39,20821676,824 S Bel Aire Dr, Burbank CA 91501,34.18517052,-118.2905968,0,1137013,1193864,1080162,"704,400",383003,2017,1975,14280,2118,4,2,3800,4929
40,82867990,1715 Rudell Rd, Burbank CA 91501,34.1942678,-118.2875005,0,2974673,3182900,2706952,"704,400",993209,2017,2006,739113,4424,6,7,9367,-4451
41,20060508,3434 Viewcrest Dr, Burbank CA 91504,34.20922459,-118.3211695,0,2180258,2289271,2071245,"704,400",1028684,2017,1985,17100,5167,4,4,6993,42640
42,20060533,3421 Kildare Ct, Burbank CA 91504,34.21834095,-118.3330396,0,1503032,1593214,1412850,"704,400",1720289,2017,2001,8990,3912,4,3.5,8350,-96786
43,20052277,618 N Beachwood Dr, Burbank CA 91506,34.17796873,-118.3258047,0,916071,961875,870267,"704,400",259661,2017,1947,6154,2044,3,2,3295,-13084
44,20051594,634 N Parish Pl, Burbank CA 91506,34.17536693,-118.3289753,0,802861,843004,762718,"704,400",118731,2017,1938,7293,1560,2,2,3200,18039
45,20046812,1612 N Pepper St, Burbank CA 91505,34.17811875,-118.3501471,0,760960,799008,722912,"704,400",201249,2017,1948,5845,1391,3,2,3195,10177
46,20050688,544 N Lincoln St, Burbank CA 91506,34.17086447,-118.3313745,0,750781,788320,713242,"704,400",303916,2017,1947,7087,911,2,1,2850,11879
47,63082999,1620 N San Fernando Blvd, Burbank CA 91504,34.19184807,-118.3244185,0,384305,403520,365090,"704,400",202739,2017,1964,74074,860,2,1,2200,4676
48,20053822,456 E San Jose Ave, Burbank CA 91501,34.18690558,-118.3090984,0,533120,559776,506464,"704,400",244721,2017,1981,20128,1246,2,2,2545,13176
49,95609509,1209 E Elmwood Ave, Burbank CA 91501,34.1946881,-118.2837795,0,4278122,4577591,3935872,"704,400",1695427,2017,2008,313020,7288,5,5,15626,29477
50,20057986,1914 Landis St, Burbank CA 91504,34.19542401,-118.3282248,0,863652,906835,820469,"704,400",65863,2017,1944,7232,1586,4,2,2450,14644
51,20057894,2204 Peyton Ave, Burbank CA 91504,34.19594973,-118.3325103,0,948524,995950,901098,"704,400",840000,2017,1952,7639,2082,5,2,2600,5695
52,20834498,Bicycle Path, Los Angeles CA 90039,34.14545201,-118.2773113,0,1002188,1052297,952079,"833,700",323300,2017,1924,7143,2000,2,2,,
53,20839498,1848 Sherer Ln, Glendale CA 91208,34.17281492,-118.2243158,0,1562046,1640148,1483944,"893,900",514355,2017,1978,47204,2860,3,3,4534,52752
54,20819723,1914 Polaris Dr, Glendale CA 91208,34.17685938,-118.2364619,0,1243694,1305879,1181509,"893,900",603941,2017,1971,29567,2092,3,2,3570,17236
55,20829562,606 South St, Glendale CA 91202,34.16239881,-118.2695225,0,645286,684003,567852,"792,200",55927,2017,1924,5993,1091,2,1,2750,-12388
56,20825853,1412 Lake St, Glendale CA 91201,34.15909773,-118.2926851,0,775450,814222,736678,"641,600",566100,2017,1964,7499,1274,3,2,3000,6975
57,20830355,730 Patterson Ave, Glendale CA 91202,34.15723007,-118.2715416,0,803921,844117,763725,"720,000",82337,2017,1927,5476,1543,3,2,3250,9868
58,20842955,2242 E Chevy Chase Dr, Glendale CA 91206,34.15888653,-118.2179706,0,905009,950259,859759,"936,400",649588,2017,1921,9409,1504,3,2,3300,-16440
59,20826346,1314 Norton Ave, Glendale CA 91202,34.16695073,-118.27428,0,1031017,1082568,979466,"792,200",104517,2017,1935,12050,1804,3,2,3650,8579
60,20835948,1201 E Broadway, Glendale CA 91205,34.14656589,-118.2389996,0,931473,978047,884899,"438,800",363524,2017,1946,5744,2111,4,3,2500,13055
61,20827302,1510 Virginia Ave, Glendale CA 91202,34.17096136,-118.2697451,0,1580709,1659744,1485866,"792,200",639743,2017,1960,20898,2686,3,3,4950,32960
62,20836584,826 N Glendale Ave, Glendale CA 91206,34.15821561,-118.2397637,0,728738,765175,692301,"833,700",243129,2017,1923,6559,1173,2,2,2695,2811
63,20835081,CA-2, Glendale CA,34.16658192,-118.2250108,0,535754,562542,508966,"438,800",403864,2017,1987,24762,1133,2,3,2650,4863
64,20843472,900 Calle Del Pacifico, Glendale CA 91208,34.16505524,-118.2169434,0,1257818,1320709,1194927,"929,700",728681,2017,1989,7975,2618,4,3,4303,15571
65,20847283,1201 Oakridge Dr, Glendale CA 91205,34.13214153,-118.2453591,0,904467,949690,859244,"683,800",149549,2017,1936,6302,1724,4,3,2995,4504
66,20832280,405 Chester St, Glendale CA 91203,34.15184525,-118.270118,0,1092564,1201820,1037936,"452,900",693819,2017,1923,6804,2344,5,3,3750,41535
67,20829741,516 W Stocker St, Glendale CA 91202,34.16296269,-118.265855,0,1192594,1276076,1132964,"792,200",541128,2017,1932,6790,2726,4,2,2895,20069
68,20837133,418 Ross St, Glendale CA 91207,34.16589296,-118.2502759,0,1095225,1149986,1040464,"833,700",344871,2017,1930,8276,1904,3,2,3506,19043
69,20838813,1530 Arboles Dr, Glendale CA 91207,34.1707016,-118.2361483,0,1320672,1386706,1254638,"1,212,100",426734,2017,1938,13457,2354,3,3,4327,-10172
70,20834069,612 N Louise St, Glendale CA 91206,34.15518495,-118.2522075,0,470014,493515,446513,"414,500",73242,2017,1974,14643,1042,1,2,2400,8122
71,20838325,863 Harrington Rd, Glendale CA 91207,34.16723679,-118.244023,0,1426547,1540671,1355220,"833,700",787119,2017,1958,17535,2524,3,3,4532,-9555
72,20839038,1333 Rossmoyne Ave, Glendale CA 91207,34.16514575,-118.2389085,0,1224662,1285895,1163429,"833,700",737070,2017,1925,7497,2327,3,3,4174,51792
73,20828151,264 W Kenneth Rd, Glendale CA 91202,34.16855908,-118.2594449,0,912249,957861,866637,"474,200",743412,2017,1925,8359,1576,3,2,3800,10108
74,20827776,310 Wonderview Dr, Glendale CA 91202,34.17712677,-118.2597972,0,1173670,1232353,1114987,"1,278,200",1128000,2017,1967,7708,2314,2,3,5000,114078
75,20832797,124 W Garfield Ave, Glendale CA 91204,34.13550463,-118.2559397,0,1136388,1238663,1045477,"411,400",823063,2017,1914,7056,2448,5,4,2600,68784
76,20838610,911 Kilmary Ln, Glendale CA 91207,34.17851002,-118.2439758,0,1064218,1117429,1011007,"1,212,100",171407,2017,1973,9136,1938,3,2,3878,26418
77,20827774,225 Wonderview Dr, Glendale CA 91202,34.1774876,-118.2572281,0,1356699,1424534,1288864,"1,278,200",991206,2017,1973,14531,2664,4,3,5000,-15602
78,55822880,1910 Las Flores Dr, Glendale CA 91207,34.17215258,-118.2314483,0,1983120,2121938,1864133,"1,212,100",1545465,2017,1954,34,2,5,4,3995,67984
79,20842468,1505 Lynglen Dr, Glendale CA 91206,34.15405281,-118.2306986,0,1449929,1522425,1333935,"791,800",1068922,2017,1961,14617,2888,3,4,4800,-1623
80,20831646,453 Salem St, Glendale CA 91203,34.14898917,-118.2641712,0,1105383,1193814,1039060,"452,900",463057,2017,1910,7075,2306,4,3,2450,32643
81,20844357,1724 E Chevy Chase Dr, Glendale CA 91206,34.15398182,-118.2268565,0,938206,985116,891296,"791,800",572159,2017,1924,6885,2029,4,4,2800,17589
82,20832767,204 W Windsor Rd, Glendale CA 91204,34.13621766,-118.2564287,0,1575658,1685954,1402336,"411,400",635186,2017,1923,7220,4504,5,4,2700,895
83,20838625,901 Penshore Terrace, Glendale CA 91207,34.17633904,-118.2455293,0,1326316,1405895,1260000,"1,212,100",841724,2017,1973,13831,2448,4,3,4500,39831
84,20854338,420 W Elk Ave, Glendale CA 91204,34.14149912,-118.2616929,0,761199,806871,723139,"411,400",210101,2017,1910,6233,1127,3,2,2750,2237
85,20828793,417 Spencer St, Glendale CA 91202,34.1672184,-118.2632293,0,957141,1004998,909284,"474,200",328632,2017,1945,6367,1858,4,3,3500,2680
86,20832687,713 S Louise St, Glendale CA 91205,34.13804507,-118.2526266,0,1066149,1151441,927550,"448,000",66489,2017,1920,9992,2388,7,4,2250,40424
87,20827561,652 Robin Glen Dr, Glendale CA 91202,34.17753812,-118.2706621,0,2554668,2707948,2426935,"1,278,200",1652400,2017,1977,63597,4219,4,5,7233,-63033
88,2109373749,CA-2, Glendale CA,34.16568642,-118.2246507,0,785601,1201970,542065,"452,900",286946,2017,1987,20084,967,2,1,2400,9200
89,20819771,1319 Branta Dr, Glendale CA 91208,34.17936014,-118.238925,0,1335953,1402751,1269155,"893,900",812862,2017,1968,15310,2681,4,3,4500,20109
90,20847872,1604 S Adams St, Glendale CA 91205,34.12724358,-118.2389303,0,826171,875741,776601,"683,800",58253,2017,1960,4849,1650,4,2,2500,-2824
91,20835081,CA-2, Glendale CA 91206,34.14807533,-118.2263569,0,535754,562542,508966,"438,800",403864,2017,1987,24762,1133,2,3,2650,4863
92,20826658,1219 Bruce Ave, Glendale CA 91202,34.16575227,-118.2802588,0,819542,860519,778565,"792,200",704180,2017,1938,6942,1432,3,2,3750,18818
93,20835144,521 Galer Pl, Glendale CA 91206,34.15347669,-118.2390982,0,899720,944706,845737,"438,800",621331,2017,1927,6364,2024,3,2,3300,-4265
94,20854558,349 W Garfield Ave, Glendale CA 91204,34.13598667,-118.2600376,0,803213,843374,763052,"411,400",379174,2017,1912,5145,1430,3,1,2675,21820
95,20849874,900 S Verdugo Rd, Glendale CA 91205,34.13592723,-118.2332431,0,784945,824192,745698,"510,200",291118,2017,1927,5549,1408,3,1,3000,19887
96,20839224,1076 Kildonan Dr, Glendale CA 91207,34.17559792,-118.2402684,0,1672206,1755816,1588596,"1,212,100",979241,2017,1979,11474,3732,5,4,5730,36111
97,20842582,562 Luton Dr, Glendale CA 91206,34.15419257,-118.2347396,0,807202,847562,766842,"791,800",538003,2017,1929,7452,1463,3,1,3350,2237
98,20832162,612 W Milford St, Glendale CA 91203,34.15232162,-118.2676706,0,600080,630084,552074,"452,900",244074,2017,1922,6022,892,4,1,2500,3735
99,20838598,903 Chudleigh Ln, Glendale CA 91207,34.17126709,-118.2432172,0,1345588,1426323,1278309,"1,212,100",315050,2017,1969,13358,2470,3,3,4500,-14531
100,20837785,1901 Rimcrest Dr, Glendale CA 91207,34.17408437,-118.2537007,0,1233803,1295493,1172113,"1,278,200",701097,2017,1979,7496,2620,3,3,4553,88679
101,79799493,428 W California Ave, Glendale CA 91203,34.14970892,-118.2626066,0,504733,529970,479496,"452,900",369803,2017,2005,13856,1070,2,3,2500,-2459
102,20823162,1420 El Miradero Ave, Glendale CA 91201,34.17745983,-118.2801397,0,927141,973498,880784,"850,900",822812,2017,1927,6401,1802,3,2,3795,15391
103,20847577,1505 Wellesley Dr, Glendale CA 91205,34.12751043,-118.2404065,0,827307,868672,785942,"683,800",27801,2017,1925,3484,866,2,1,2600,20441
104,20843514,951 Calle Del Pacifico, Glendale CA 91208,34.16276931,-118.2182871,0,1435881,1579469,1349728,"929,700",1277000,2017,1989,10345,2528,4,3,4750,31211
105,20838613,900 Kilmary Ln, Glendale CA 91207,34.17774315,-118.2446849,0,1426930,1498276,1341314,"1,212,100",716244,2017,1974,9840,3066,4,3,5400,-19622
106,20835612,1243 E Wilson Ave, Glendale CA 91206,34.14808706,-118.237831,0,4477097,4880036,3895074,"438,800",420410,2017,1937,18556,6786,14,11,2700,147715
107,20846678,516 Raleigh St, Glendale CA 91205,34.13788973,-118.2491439,0,1553505,1662250,1382619,"448,000",480872,2017,1921,7489,3691,5,5,2475,135249
108,20846826,410 E Windsor Rd, Glendale CA 91205,34.13698121,-118.2508837,0,1141251,1255376,1049951,"448,000",611476,2017,1913,6844,2725,3,4,2500,25360
109,20826223,1107 Glenwood Rd, Glendale CA 91202,34.16711055,-118.2779653,0,1064566,1117794,1011338,"792,200",777904,2017,1925,8976,2100,5,3,3500,219285
110,20819522,2211 Bonita Dr, Glendale CA 91208,34.18001499,-118.2318568,0,1022745,1073882,971608,"893,900",29711,2017,1884,14289,1658,1,2,3200,5800
111,20838810,1620 Lamego Dr, Glendale CA 91207,34.17076582,-118.2354547,0,2110737,2216274,2005200,"1,212,100",1607153,2017,1949,49789,2950,3,3,6317,-28193
112,20830090,720 Burchett St, Glendale CA 91202,34.15808951,-118.2720619,0,809380,849849,768911,"720,000",465998,2017,1925,5967,1517,3,2,3250,13777
113,20843026,649 Solway St, Glendale CA 91206,34.15818805,-118.2234361,0,858470,901393,815547,"936,400",697119,2017,1955,8037,1360,3,2,3325,7784
114,20844037,901 Lorinda Dr, Glendale CA 91206,34.15811037,-118.231771,0,966167,1014475,917859,"791,800",395397,2017,1957,8555,2001,3,2.5,3500,26945
115,20829751,545 South St, Glendale CA 91202,34.16294922,-118.2666863,0,537498,564373,510623,"792,200",459000,2017,1987,7153,1100,2,2.5,2700,12411
116,20819704,1416 Colina Dr, Glendale CA 91208,34.17703262,-118.2340371,0,1095668,1150451,1040885,"893,900",880220,2017,1967,13812,1920,3,2,3867,-6261
117,20842481,410 Canyon Dr, Glendale CA 91206,34.15209163,-118.2344219,0,636553,668381,598360,"791,800",528121,2017,1936,6708,1470,2,1,3100,10473
118,20337825,916 Holly St, Inglewood CA 90301,33.9515921,-118.3642354,0,477816,501707,453925,"415,200",64935,2017,1930,3899,720,2,1,2350,5161
119,20333202,223 Stepney St, Inglewood CA 90302,33.97172091,-118.3545158,0,421203,442263,395931,"415,200",355540,2017,1923,871,768,2,1,2175,27416
120,20340510,8716 Endsleigh Ave, Inglewood CA 90305,33.95906142,-118.3396068,0,422383,443502,401264,"415,200",259001,2017,1987,70633,1199,3,2,2500,6127
121,20340283,8808 Penridge Pl, Inglewood CA 90305,33.95641753,-118.3362315,0,563314,591480,535148,"415,200",295265,2017,1986,126260,1922,3,3,2850,5741
122,20324062,216 W 64th Pl, Inglewood CA 90302,33.98004395,-118.3610813,0,816684,857518,775850,"415,200",456062,2017,1937,6142,2254,4,3,2950,9562
123,20344376,3746 W 107th St, Inglewood CA 90303,33.93870113,-118.3390709,0,927684,992622,844192,"415,200",680000,2017,1990,7834,2878,8,6,2500,-36780
124,51582098,4954 Lennox Blvd, Inglewood CA 90304,33.93760093,-118.3655594,0,810058,850561,769555,"415,200",53913,2017,1960,9136,2276,6,2,2500,13992
125,20332696,470 Edgewood St, Inglewood CA 90302,33.97079918,-118.3523934,0,690799,725339,656259,"415,200",124375,2017,1959,6545,1840,3,2,2800,2192
126,2091789210,1 E Regent St, Inglewood CA 90301,33.96471458,-118.3550586,0,449133,543451,426676,"415,200",281345,2017,1955,6753,1600,3,3,2550,1991
127,20347094,10707 Felton Ave, Inglewood CA 90304,33.93894764,-118.3659192,0,666091,699396,632786,"415,200",363478,2017,1949,6493,1744,3,2,2900,12956
128,20329367,2523 W 80th St, Inglewood CA 90305,33.96644361,-118.3211014,0,584478,613702,555254,"415,200",59738,2017,1939,6223,1723,3,2,2975,-2068
129,20343717,3428 W 111th St, Inglewood CA 90303,33.93474895,-118.3328209,0,684829,719070,650588,"415,200",228506,2017,1915,11877,1800,4,3,2200,15045
130,20331988,525 Hargrave St, Inglewood CA 90302,33.97909093,-118.3515035,0,829466,870939,787993,"415,200",357306,2017,1923,6250,2366,6,4,2500,-3892
131,20323996,309 W 64th Pl, Inglewood CA 90302,33.98053646,-118.3625925,0,612325,642941,581709,"415,200",276765,2017,1930,6213,1025,2,1,3000,9828
132,20329133,3012 W 83rd St, Inglewood CA 90305,33.96291835,-118.3260782,0,602695,632830,572560,"415,200",447138,2017,1940,6250,1490,3,2,2900,17973
133,20330230,3211 W 81st St, Inglewood CA 90305,33.96565304,-118.3281079,0,656178,688987,623369,"415,200",600514,2017,1961,8479,1769,3,2,2895,5486
134,20340842,8915 S 6th Ave, Inglewood CA 90305,33.95690297,-118.3232682,0,595474,625248,565700,"415,200",162420,2017,1931,6750,1513,3,1,2900,8415
135,20330176,3206 W 82nd St, Inglewood CA 90305,33.96427473,-118.3279513,0,572913,601559,544267,"415,200",202468,2017,1940,5956,1180,2,1,2750,4218
136,20334524,5 Pine Ct, Inglewood CA 90302,33.96922538,-118.3630466,0,667626,701007,634245,"415,200",581000,2017,1979,4991,1520,4,2,2800,15048
137,20324359,209 E Fairview Blvd, Inglewood CA 90302,33.98002797,-118.3562622,0,740066,784470,703063,"415,200",74308,2017,1926,6510,1948,2,2,2950,15342
138,20324332,211 E 64th Pl, Inglewood CA 90302,33.98099198,-118.3564813,0,764690,802924,726456,"415,200",751000,2017,1926,7229,1628,4,2,2995,13260
139,20343310,3517 W 108th St, Inglewood CA 90303,33.93799844,-118.3333343,0,1059078,1133213,953170,"415,200",350821,2017,1961,8315,5092,8,7,2350,-66818
140,20340161,3609 Kensley Dr, Inglewood CA 90305,33.95690922,-118.3338242,0,529317,555783,502851,"415,200",296672,2017,1986,113954,1437,3,3,2700,6367
141,20337667,715 Walnut St, Inglewood CA 90301,33.95469137,-118.3566592,0,924962,998959,804717,"415,200",618650,2017,1952,9315,3292,6,5,2500,-207005
142,20344562,3729 W 110th St, Inglewood CA 90303,33.93602103,-118.3384563,0,794658,866177,754925,"415,200",266281,2017,1959,9031,2508,6,3,2400,30065
143,20343166,10509 S 6th Ave, Inglewood CA 90303,33.94060475,-118.3231575,0,663503,696678,630328,"415,200",313852,2017,1954,6881,1852,4,3,3000,4855
144,20343265,10703 8th Ave, Inglewood CA 90303,33.93894896,-118.3253183,0,626799,658139,595459,"415,200",85171,2017,1954,6674,1805,3,2,3000,13342
145,20336155,235 W Queen St, Inglewood CA 90301,33.96312722,-118.3590248,0,3073186,5255148,2458549,"415,200",578903,2017,1965,8995,10072,17,17,3000,117167
146,20329911,3408 W 85th St, Inglewood CA 90305,33.96144427,-118.3322769,0,632553,664181,600925,"415,200",228728,2017,1941,7011,1583,3,2,2950,-1322
147,20398344,5350 W 119th St, Inglewood CA 90304,33.92523507,-118.3738951,0,796418,836239,756597,"415,200",284713,2017,1940,7026,1317,4,2,3200,7672
148,20353591,3518 W 118th St, Inglewood CA 90303,33.92669434,-118.3338229,0,1063165,1126955,978112,"415,200",265931,2017,1966,7380,3732,6,5,3000,-2125
149,20338802,911 Larch St, Inglewood CA 90301,33.95226065,-118.3512962,0,670581,710816,637052,"415,200",188714,2017,1952,5194,1972,4,2,2400,14671
150,20336153,112 N Eucalyptus Ave, Inglewood CA 90301,33.96334423,-118.3591233,0,765626,803907,727345,"415,200",185715,2017,1948,8008,2458,3,2,2500,13404
151,20336267,632 E Regent St, Inglewood CA 90301,33.96401473,-118.3452431,0,528362,554780,501944,"415,200",222438,2017,1979,2696,1290,2,1.5,2850,29804
152,20329066,3005 W 82nd St, Inglewood CA 90305,33.96513041,-118.3255846,0,575224,603985,546463,"415,200",270915,2017,1938,5250,1320,2,2,2600,4487
153,20341500,9718 S 8th Ave, Inglewood CA 90305,33.94744423,-118.325037,0,572805,601445,544165,"415,200",243128,2017,1942,6752,1304,3,1,2700,9237
154,20333279,133 E Hazel St, Inglewood CA 90302,33.96916658,-118.355385,0,672570,712924,638942,"415,200",527000,2017,1953,4959,1410,3,3,2900,23335
155,20341272,9316 S 3rd Ave, Inglewood CA 90305,33.95188573,-118.3199161,0,596646,626478,566814,"415,200",64587,2017,1939,8514,1410,3,2,2795,6026
156,20347327,10705 Buford Ave, Inglewood CA 90304,33.93917481,-118.3642699,0,482218,506329,458107,"415,200",33744,2017,1941,6498,806,2,1,2495,-5236
157,20339908,8808 S 11th Ave, Inglewood CA 90305,33.95766982,-118.3283658,0,572065,600668,543462,"415,200",153717,2017,1937,6651,1396,2,1,2950,290
158,20334153,837 Glenway Dr, Inglewood CA 90302,33.97130529,-118.3672483,0,1089224,1187254,991194,"415,200",581689,2017,1957,6020,3056,5,4,2795,72436
159,20341064,9101 S 4th Ave, Inglewood CA 90305,33.9551608,-118.3212761,0,557500,585375,529625,"415,200",55922,2017,1949,8505,1321,2,1,2600,-2665
160,20336450,615 Manchester Dr, Inglewood CA 90301,33.96076615,-118.3469545,0,638143,670050,606236,"415,200",76789,2017,1926,7292,1660,4,2,2750,23178
161,20378011,5310 W 64th St, Inglewood CA 90302,33.9822547,-118.373674,0,952779,1000418,905140,"415,200",365974,2017,1985,4963,2437,4,3,3900,8941
162,20341270,9306 S 3rd Ave, Inglewood CA 90305,33.95238704,-118.3197354,0,518033,543935,492131,"415,200",51074,2017,1940,8509,969,2,1,2650,3832
163,20345660,10609 S Freeman Ave, Inglewood CA 90304,33.93962554,-118.3487039,0,452676,475310,430042,"415,200",196081,2017,1924,4242,1040,3,1,2500,-1669
164,20335875,320 W Regent St, Inglewood CA 90301,33.96410456,-118.3609031,0,817482,858356,776608,"415,200",119390,2017,1942,9885,2076,4,3,2300,26667
165,20331438,923 E Hyde Park Blvd, Inglewood CA 90302,33.97857766,-118.3424182,0,592343,621960,562726,"415,200",350186,2017,1923,5411,1673,4,2,2500,8799
166,20343815,11148 Lemoli Ave S, Inglewood CA 90303,33.93358493,-118.3302709,0,554238,581950,526526,"415,200",305482,2017,1979,5261,1607,3,2,2800,-6209
167,20341522,9829 S 7th Ave, Inglewood CA 90305,33.94566823,-118.3244898,0,543048,570200,515896,"415,200",52847,2017,1942,8746,1150,3,1,2700,3342
168,20684553,3008 Glenridge Ave, Alhambra CA 91801,34.0911178,-118.1566352,0,756890,794734,719046,"572,600",753336,2017,1927,6181,1814,4,1.5,2950,24247
