Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,employment_employed,Labor_force,employment_unemployed,Employment Rate,Unemployment Rate,Median_male_age,Median_female_age,Walkable_time_min,Education_none,Male_population,Female_population,Students_population,Population_from_5_17,Population_18_over,Gini_index,City
91321,34664.0,34.1,62237.0,29167.0,5459.0,15.748326794368797,16102.0,17847.0,1706.0,90.22244634952654,9.559029528772342,33.1,35.9,3755.0,616.0,17461.0,17203.0,33220.0,978.0,2743.0,0.4607,Santa Clarita
91331,101536.0,32.2,53714.0,15854.0,20093.0,19.789040340371887,45043.0,51066.0,6019.0,88.20545960130028,11.786707398268907,32.3,32.2,5440.0,4319.0,51008.0,50528.0,97366.0,2224.0,9654.0,0.399,Los Angeles
91335,80161.0,36.8,51263.0,22064.0,16407.0,20.46755903743716,38141.0,41069.0,2920.0,92.87053495337116,7.109985633933137,34.8,38.4,,2480.0,39322.0,40839.0,77064.0,1946.0,9285.0,0.4544,Los Angeles
91350,37400.0,37.5,101695.0,36088.0,2111.0,5.644385026737968,18425.0,19881.0,1456.0,92.6764247271264,7.323575272873598,36.3,38.8,,208.0,18262.0,19138.0,36121.0,81.0,656.0,0.3677,Santa Clarita
91351,33247.0,36.5,70663.0,27899.0,4239.0,12.750022558426323,16271.0,17871.0,1595.0,91.0469475686867,8.925074142465446,35.9,36.8,,287.0,16694.0,16553.0,32204.0,544.0,1645.0,0.4054,Santa Clarita
91354,30058.0,37.3,116009.0,44217.0,1381.0,4.59445072859139,14813.0,15973.0,1152.0,92.737744944594,7.212170537782508,36.3,38.0,70.0,136.0,14985.0,15073.0,28906.0,143.0,492.0,0.3628,Santa Clarita
91355,33129.0,39.6,89889.0,41957.0,2008.0,6.061154879410788,16354.0,17573.0,1157.0,93.06322198827748,6.583964035736641,39.1,40.4,,155.0,16316.0,16813.0,32138.0,87.0,858.0,0.4018,Santa Clarita
91381,20790.0,38.0,117835.0,51772.0,1193.0,5.7383357383357385,9807.0,10647.0,840.0,92.11045364891518,7.889546351084813,37.6,38.2,870.0,124.0,10079.0,10711.0,20133.0,237.0,773.0,0.4425,Santa Clarita
91384,29676.0,33.7,102744.0,29058.0,1877.0,6.324976411915353,11521.0,12518.0,958.0,92.03546892474836,7.652979709218725,32.7,36.1,1605.0,193.0,17679.0,11997.0,28827.0,212.0,670.0,0.362,Santa Clarita
91387,44106.0,34.5,84930.0,33274.0,4094.0,9.282183829864417,21796.0,23614.0,1814.0,92.30117726772254,7.68188362835606,32.7,35.5,985.0,213.0,21588.0,22518.0,42169.0,376.0,1347.0,0.3945,Santa Clarita
91390,20546.0,41.5,108391.0,39545.0,1197.0,5.8259515234108825,10126.0,10858.0,732.0,93.25842696629213,6.741573033707865,41.0,41.9,,57.0,10745.0,9801.0,19995.0,43.0,303.0,0.3622,Santa Clarita
91501,20110.0,38.8,61048.0,31122.0,3053.0,15.181501740427647,9600.0,10916.0,1316.0,87.94430194210334,12.055698057896665,37.0,40.9,,353.0,9679.0,10431.0,19541.0,179.0,1603.0,0.4605,Burbank
91502,12080.0,38.6,40083.0,25234.0,2373.0,19.644039735099337,5637.0,6312.0,675.0,89.30608365019012,10.693916349809886,38.0,40.0,,302.0,5830.0,6250.0,11846.0,149.0,2229.0,0.4851,Burbank
91504,26833.0,38.5,74006.0,36537.0,2353.0,8.76905303171468,13172.0,14346.0,1160.0,91.8165342255681,8.08587759654259,38.3,38.7,5890.0,405.0,12839.0,13994.0,25898.0,388.0,1910.0,0.4413,Burbank
91505,30985.0,38.1,80389.0,39816.0,3052.0,9.84992738421817,17151.0,18585.0,1425.0,92.28410008071025,7.6674737691686845,37.6,38.6,5830.0,288.0,14929.0,16056.0,29782.0,99.0,874.0,0.4267,Burbank
91506,18125.0,43.7,73661.0,39613.0,1596.0,8.80551724137931,9560.0,10148.0,565.0,94.20575482853765,5.567599527000394,42.4,46.0,2140.0,335.0,8832.0,9293.0,17680.0,115.0,603.0,0.439,Burbank
91801,55265.0,40.4,51867.0,26001.0,9210.0,16.665158780421606,26806.0,28667.0,1861.0,93.50821502075557,6.491784979244428,37.1,41.9,,2182.0,26693.0,28572.0,53521.0,898.0,9080.0,0.4648,Alhambra
91803,29502.0,42.2,57380.0,25731.0,3762.0,12.751677852348994,14346.0,15139.0,762.0,94.76187330735188,5.033357553339058,40.6,44.3,1775.0,1085.0,14701.0,14801.0,28785.0,680.0,4374.0,0.4375,Alhambra
93550,75624.0,27.9,36988.0,14676.0,24232.0,32.042737755209984,26284.0,30257.0,3926.0,86.8691542452986,12.975509799385266,26.9,28.9,4425.0,1380.0,37018.0,38606.0,70911.0,1861.0,5396.0,0.4574,Palmdale
93551,51023.0,37.9,84000.0,32295.0,3455.0,6.77145601003469,21947.0,24227.0,2259.0,90.58901225904982,9.324307590704585,36.3,40.2,1520.0,570.0,25357.0,25666.0,49206.0,282.0,1388.0,0.3963,Palmdale
93552,41128.0,29.2,56971.0,16648.0,6079.0,14.780684691694223,14893.0,16891.0,1998.0,88.17121544017525,11.82878455982476,27.5,31.5,,929.0,21036.0,20092.0,39236.0,1641.0,3043.0,0.3767,Palmdale
93591,6508.0,34.1,41080.0,13778.0,2080.0,31.960663798401967,1754.0,2230.0,472.0,78.65470852017937,21.16591928251121,30.5,37.9,,86.0,3302.0,3206.0,6298.0,190.0,498.0,0.3982,Palmdale
